valid_time,temp_2m_t-5,temp_2m_t-4,temp_2m_t-3,temp_2m_t-2,temp_2m_t-1,temp_2m_t-0,dewpoint_2m_t-5,dewpoint_2m_t-4,dewpoint_2m_t-3,dewpoint_2m_t-2,dewpoint_2m_t-1,dewpoint_2m_t-0,wind_u_10m_t-5,wind_u_10m_t-4,wind_u_10m_t-3,wind_u_10m_t-2,wind_u_10m_t-1,wind_u_10m_t-0,wind_v_10m_t-5,wind_v_10m_t-4,wind_v_10m_t-3,wind_v_10m_t-2,wind_v_10m_t-1,wind_v_10m_t-0,surface_pressure_t-5,surface_pressure_t-4,surface_pressure_t-3,surface_pressure_t-2,surface_pressure_t-1,surface_pressure_t-0,target_temp_t+1
2023-11-11 06:00:00,-0.8938545,-0.91880614,-0.9383487,-0.94974315,-0.9760701,-0.9755592,-0.57870966,-0.55619,-0.55174387,-0.54768074,-0.56059086,-0.56693107,1.3947095,1.5059178,1.4394462,1.5011579,1.4835376,1.4253987,0.43896672,0.43513015,0.35247067,0.20082538,-0.017463267,-0.21531586,0.7341337,0.7934788,0.82765514,0.87453777,0.8984983,0.93105334,-0.0030656457
2023-11-11 07:00:00,-0.91880614,-0.9383487,-0.94974315,-0.9760701,-0.9755592,-0.9786248,-0.55619,-0.55174387,-0.54768074,-0.56059086,-0.56693107,-0.5824629,1.5059178,1.4394462,1.5011579,1.4835376,1.4253987,1.2903216,0.43513015,0.35247067,0.20082538,-0.017463267,-0.21531586,-0.44646025,0.7934788,0.82765514,0.87453777,0.8984983,0.93105334,0.9612875,-0.07343352
2023-11-11 08:00:00,-0.9383487,-0.94974315,-0.9760701,-0.9755592,-0.9786248,-1.0520583,-0.55174387,-0.54768074,-0.56059086,-0.56693107,-0.5824629,-0.6305313,1.4394462,1.5011579,1.4835376,1.4253987,1.2903216,1.1304502,0.35247067,0.20082538,-0.017463267,-0.21531586,-0.44646025,-0.5586657,0.82765514,0.87453777,0.8984983,0.93105334,0.9612875,1.0197848,-0.046964407
2023-11-11 09:00:00,-0.94974315,-0.9760701,-0.9755592,-0.9786248,-1.0520583,-1.0990227,-0.54768074,-0.56059086,-0.56693107,-0.5824629,-0.6305313,-0.65119874,1.5011579,1.4835376,1.4253987,1.2903216,1.1304502,0.9573933,0.20082538,-0.017463267,-0.21531586,-0.44646025,-0.5586657,-0.64969444,0.87453777,0.8984983,0.93105334,0.9612875,1.0197848,1.0612733,-0.09319508
2023-11-11 10:00:00,-0.9760701,-0.9755592,-0.9786248,-1.0520583,-1.0990227,-1.1922178,-0.56059086,-0.56693107,-0.5824629,-0.6305313,-0.65119874,-0.6895114,1.4835376,1.4253987,1.2903216,1.1304502,0.9573933,0.7174526,-0.017463267,-0.21531586,-0.44646025,-0.5586657,-0.64969444,-0.6843384,0.8984983,0.93105334,0.9612875,1.0197848,1.0612733,1.1604855,-0.0069111586
2023-11-11 11:00:00,-0.9755592,-0.9786248,-1.0520583,-1.0990227,-1.1922178,-1.199129,-0.56693107,-0.5824629,-0.6305313,-0.65119874,-0.6895114,-0.70845884,1.4253987,1.2903216,1.1304502,0.9573933,0.7174526,0.62139374,-0.21531586,-0.44646025,-0.5586657,-0.64969444,-0.6843384,-0.56324744,0.93105334,0.9612875,1.0197848,1.0612733,1.1604855,1.2526929,0.026480675
2023-11-11 12:00:00,-0.9786248,-1.0520583,-1.0990227,-1.1922178,-1.199129,-1.1726483,-0.5824629,-0.6305313,-0.65119874,-0.6895114,-0.70845884,-0.73235375,1.2903216,1.1304502,0.9573933,0.7174526,0.62139374,0.6102726,-0.44646025,-0.5586657,-0.64969444,-0.6843384,-0.56324744,-0.6148329,0.9612875,1.0197848,1.0612733,1.1604855,1.2526929,1.3504428,0.123621106
2023-11-11 13:00:00,-1.0520583,-1.0990227,-1.1922178,-1.199129,-1.1726483,-1.0490272,-0.6305313,-0.65119874,-0.6895114,-0.70845884,-0.73235375,-0.67920905,1.1304502,0.9573933,0.7174526,0.62139374,0.6102726,0.5955169,-0.5586657,-0.64969444,-0.6843384,-0.56324744,-0.6148329,-0.80419844,1.0197848,1.0612733,1.1604855,1.2526929,1.3504428,1.4503545,0.3207525
2023-11-11 14:00:00,-1.0990227,-1.1922178,-1.199129,-1.1726483,-1.0490272,-0.7282747,-0.65119874,-0.6895114,-0.70845884,-0.73235375,-0.67920905,-0.61904866,0.9573933,0.7174526,0.62139374,0.6102726,0.5955169,0.46820024,-0.64969444,-0.6843384,-0.56324744,-0.6148329,-0.80419844,-0.9210102,1.0612733,1.1604855,1.2526929,1.3504428,1.4503545,1.5105579,0.14635617
2023-11-11 15:00:00,-1.1922178,-1.199129,-1.1726483,-1.0490272,-0.7282747,-0.58191854,-0.6895114,-0.70845884,-0.73235375,-0.67920905,-0.61904866,-0.7070766,0.7174526,0.62139374,0.6102726,0.5955169,0.46820024,0.44543588,-0.6843384,-0.56324744,-0.6148329,-0.80419844,-0.9210102,-1.0601736,1.1604855,1.2526929,1.3504428,1.4503545,1.5105579,1.5268036,0.089015305
2023-11-11 16:00:00,-1.199129,-1.1726483,-1.0490272,-0.7282747,-0.58191854,-0.49290323,-0.70845884,-0.73235375,-0.67920905,-0.61904866,-0.7070766,-0.78714883,0.62139374,0.6102726,0.5955169,0.46820024,0.44543588,0.46345338,-0.56324744,-0.6148329,-0.80419844,-0.9210102,-1.0601736,-1.1165695,1.2526929,1.3504428,1.4503545,1.5105579,1.5268036,1.5557661,0.11377877
2023-11-11 17:00:00,-1.1726483,-1.0490272,-0.7282747,-0.58191854,-0.49290323,-0.37912446,-0.73235375,-0.67920905,-0.61904866,-0.7070766,-0.78714883,-0.8482075,0.6102726,0.5955169,0.46820024,0.44543588,0.46345338,0.5877497,-0.6148329,-0.80419844,-0.9210102,-1.0601736,-1.1165695,-1.1069443,1.3504428,1.4503545,1.5105579,1.5268036,1.5557661,1.5087352,0.032246977
